# Table 1 from Silva Aguirre et al. (2018). https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.5487S/abstract submit data cleaning bugs to GalacticCEM@gmail.com
#J/MNRAS/475/5487    Stellar properties of KIC stars       (Silva Aguirre+, 2018)
#================================================================================
#Confirming chemical clocks:
#asteroseismic age dissection of the Milky Way disc(s).
#    Silva Aguirre V., Bojsen-Hansen M., Slumstrup D., Casagrande L., Kawata D.,
#    Ciuca I., Handberg R., Lund M.N., Mosumgaard J.R., Huber D., Johnson J.A.,
#    Pinsonneault M.H., Serenelli A.M., Stello D., Tayar J., Bird J.C.,
#    Cassisi S., Hon M., Martig M., Nissen P.E., Rix H.W., Schonrich R.,
#    Sahlholdt C., Trick W.H., Yu J.
#   <Mon. Not. R. Astron. Soc., 475, 5487-5500 (2018)>
#   =2018MNRAS.475.5487S    (SIMBAD/NED BibCode)
#================================================================================
#ADC_Keywords: Stars, giant ; Stars, masses ; Stars, diameters ; Stars, ages ;
#              Stars, distances
#Keywords: asteroseismology - stars: fundamental parameters -
#          stars: kinematics and dynamic - Galaxy: disc - Galaxy: evolution -
#          Galaxy: structure
#
#Abstract:
#    Investigations of the origin and evolution of the Milky Way disc have
#    long relied on chemical and kinematic identifications of its
#    components to reconstruct our Galactic past. Difficulties in
#    determining precise stellar ages have restricted most studies to small
#    samples, normally confined to the solar neighbourhood. Here, we break
#    this impasse with the help of asteroseismic inference and perform a
#    chronology of the evolution of the disc throughout the age of the
#    Galaxy. We chemically dissect the Milky Way disc population using a
#    sample of red giant stars spanning out to 2 kpc in the solar annulus
#    observed by the Kepler satellite, with the added dimension of
#    asteroseismic ages. Our results reveal a clear difference in age
#    between the low- and high-{alpha} populations, which also show
#    distinct velocity dispersions in the V and W components. We find no
#    tight correlation between age and metallicity nor [{alpha}/Fe] for the
#    high-{alpha} disc stars. Our results indicate that this component
#    formed over a period of more than 2 Gyr with a wide range of [M/H] and
#    [{alpha}/Fe] independent of time. Our findings show that the kinematic
#    properties of young {alpha}-rich stars are consistent with the rest of
#    the high-{alpha} population and different from the low-{alpha} stars
#    of similar age, rendering support to their origin being old stars that
#    went through a mass transfer or stellar merger event, making them
#    appear younger, instead of migration of truly young stars formed close
#    to the Galactic bar.
#
#Description:
#    The set of stars considered in this study are the 1989 red giants
#    comprising the first combined APOGEE and Kepler catalogues, in which
#    the Kepler spacecraft detected oscillations during its nominal
#    mission.
#
#    We determined stellar properties for the APOKASC sample combining the
#    photometric, spectroscopic, and asteroseismic observables using the
#    BAyesian STellar Algorithm (BASTA, Silva Aguirre et al. 2015, Cat.
#    J/MNRAS/452/2127, 2017, Cat. J/ApJ/835/173).
#
#File Summary:
#--------------------------------------------------------------------------------
# FileName      Lrecl  Records   Explanations
#--------------------------------------------------------------------------------
#ReadMe            80        .   This file
#table1.dat        99     1197   Stellar properties determined with BASTA for
#                                 the APOKASC sample
#--------------------------------------------------------------------------------
#
#See also:
#             V/133 : Kepler Input Catalog (Kepler Mission Team, 2009)
#  J/MNRAS/452/2127 : Fundamental parameters of Kepler stars
#                                                    (Silva Aguirre+, 2015)
# J/ApJ/835/173     : Kepler asteroseismic LEGACY sample. II.
#                                                    (Silva Aguirre+, 2017)
#
#Byte-by-byte Description of file: table1.dat
#--------------------------------------------------------------------------------
#   Bytes Format Units     Label     Explanations
#--------------------------------------------------------------------------------
#   1-  8  I8    ---       KIC       Kepler Input Catalogue Identifier
#  10- 14  F5.3  Msun      Mass      Mass
#  16- 20  F5.3  Msun    e_Mass      rms uncertainty on Mass
#  22- 27  F6.3  Rsun      Rad       Radius
#  29- 33  F5.3  Rsun    e_Rad       rms uncertainty on Rad
#  35- 39  F5.3  [cm/s2]   logg      Surface gravity
#  41- 45  F5.3  [cm/s2] e_logg      rms uncertainty on logg
#  47- 52  F6.3  Gyr       Age       Age
#  54- 58  F5.3  Gyr     e_Age       rms uncertainty on Age
#  60- 66  F7.3  Lsun      Lum       Luminosity
#  68- 73  F6.3  Lsun    e_Lum       rms uncertainty on Lum
#  75- 81  F7.2  pc        Dist      Distance
#  83- 88  F6.2  pc      e_Dist      rms uncertainty on Dist
#  90- 99  F10.8 ---       Prob      Target selection probability
#--------------------------------------------------------------------------------
#
#History:
#    From electronic version of the journal
#
#================================================================================
#(End)                                      Patricia Vannier [CDS]    08-Apr-2021
# names=['KIC', 'Mass', 'e_Mass', 'Rad', 'e_Rad', 'logg', 'e_logg', 'Age', 'e_Age', 'Lum', 'e_Lum', 'Dist', 'e_Dist', 'Prob']
# KIC Mass e_Mass Rad e_Rad logg e_logg Age e_Ae Lum e_Lum Dist e_Dist Prob
 8936084 1.072 0.105 10.628 0.400 2.419 0.016  6.817 3.069  63.990  5.691 2129.40  70.81 0.00790903
 9264889 1.508 0.075  7.827 0.139 2.830 0.006  2.414 0.510  31.048  2.393 1519.89  44.74 0.29968484
 9072262 1.030 0.090  9.475 0.310 2.494 0.011  7.700 2.833  42.447  4.984 1557.85  82.25 0.12683626
 9002344 1.637 0.136 11.362 0.311 2.542 0.011  1.893 0.507  58.857  5.608 1647.03  58.62 0.38424790
 8671819 0.997 0.119 10.509 0.509 2.390 0.016 10.127 4.879  57.464  6.445 1582.34  70.85 0.09535365
 9698133 1.463 0.065  6.670 0.111 2.953 0.006  3.086 0.549  21.434  1.245 1141.17  26.59 0.25278748
 9575645 1.629 0.060 11.017 0.174 2.570 0.007  2.100 0.363  58.674  4.664  624.35  18.63 0.49640999
 9818513 1.181 0.101 11.357 0.382 2.401 0.013  8.112 2.820  50.325  3.485 1515.28  39.79 0.05773229
 9758246 1.282 0.122 14.278 0.473 2.236 0.013  5.087 2.206  83.080  9.112 1204.89  51.15 0.19370466
 9451434 0.979 0.059 11.052 0.280 2.338 0.011 13.104 3.484  51.888  3.761 1333.32  39.72 0.05581153
 9574730 1.674 0.073 10.999 0.211 2.583 0.007  1.995 0.291  57.861  3.623  695.33  17.34 0.46122304
 9451999 1.283 0.085 11.105 0.350 2.461 0.011  3.784 1.187  65.678  5.790 1381.37  45.22 0.24964302
 9574650 1.152 0.043  6.010 0.081 2.942 0.005  5.400 1.034  19.046  1.188 1034.89  25.92 0.22553075
 9635603 1.155 0.071 10.820 0.232 2.433 0.012  6.200 1.843  58.215  3.890 1715.21  44.63 0.02009092
 9390293 1.271 0.150 11.792 0.592 2.402 0.014  5.941 2.816  59.165  8.556 1722.00  90.02 0.00354653
 9328682 2.058 0.150 11.796 0.586 2.603 0.014  1.001 0.313  74.085 11.627  874.31  44.85 0.64334727
 9635388 1.415 0.040 11.064 0.100 2.501 0.005  3.601 0.500  56.145  1.617 1433.69  22.59 0.17359184
 9450786 1.104 0.196 11.516 0.789 2.358 0.023  8.448 5.497  66.260 10.942 1609.99  99.50 0.09695218
 9635649 1.319 0.040  4.652 0.049 3.222 0.004  4.282 0.769  11.203  0.845  826.56  22.55 0.29506519
 9634962 1.303 0.096 11.402 0.337 2.440 0.011  5.395 1.846  54.105  3.828  586.70  15.98 0.30990107
 9511938 1.352 0.076  9.827 0.184 2.584 0.007  4.300 0.976  38.915  3.191 1147.25  35.92 0.19186488
 9388523 1.242 0.057  5.194 0.099 3.101 0.005  5.824 1.327  12.788  0.987  864.98  27.46 0.20518302
10087394 1.167 0.059  8.226 0.137 2.673 0.006  6.952 1.550  28.548  2.351  771.95  23.43 0.21008962
10286378 1.114 0.042 10.684 0.120 2.426 0.008  6.801 1.475  57.623  3.125 1940.44  41.77 0.00161336
10286616 1.189 0.103 11.042 0.374 2.430 0.013  5.975 2.421  59.479  5.723 1661.82  59.25 0.10145037
10220795 1.740 0.141 11.065 0.287 2.594 0.010  1.597 0.364  65.353  6.608 1030.94  38.51 0.57251578
10220213 0.965 0.062  3.980 0.092 3.221 0.010 10.901 3.026   8.568  0.738  661.66  21.57 0.22738435
10025321 1.486 0.073  6.213 0.101 3.023 0.006  2.809 0.559  19.475  1.585  953.10  30.00 0.37435100
 9903915 2.116 0.149 10.239 0.278 2.747 0.011  1.107 0.327  53.967  5.448 1299.76  47.20 0.95831451
10025387 1.270 0.061  5.546 0.099 3.054 0.006  5.051 1.034  14.986  0.881  824.99  18.96 0.25795209
 9904563 1.577 0.164 11.733 0.432 2.506 0.014  2.406 0.880  65.995  8.368 1806.99  83.54 0.04190682
10221370 1.904 0.139 11.931 0.284 2.558 0.008  1.599 0.288  67.331  4.879 1922.68  52.74 0.05847559
10155731 1.286 0.092 11.113 0.309 2.459 0.012  4.501 1.444  59.197  4.457 1208.79  35.19 0.19088940
10090853 1.429 0.127 11.583 0.399 2.469 0.013  3.902 1.353  57.367  6.451  620.48  25.92 0.35587763
10090400 1.138 0.109 11.165 0.448 2.400 0.014  9.146 3.615  50.655  3.995 1218.74  36.57 0.07754304
10290457 1.054 0.090 10.739 0.326 2.398 0.012 10.887 3.818  50.616  3.302 1384.67  37.61 0.06872329
10157507 1.205 0.053  7.767 0.141 2.736 0.006  5.602 1.601  27.516  2.472  624.88  20.72 0.35223441
10224100 2.221 0.201  8.975 0.327 2.878 0.007  0.994 0.220  45.853  5.662 1178.91  50.59 0.98691221
10223027 1.036 0.079  8.017 0.212 2.645 0.010 11.123 3.202  25.873  2.037 1143.98  37.23 0.07088892
10224535 1.365 0.068 11.164 0.237 2.481 0.009  3.760 1.091  59.245  4.623 1417.51  41.83 0.19249321
10225706 1.461 0.081 10.103 0.200 2.594 0.007  3.488 0.734  39.098  2.559 1483.47  38.21 0.14020934
 9968040 1.000 0.072  8.789 0.246 2.549 0.009  9.119 2.994  35.256  5.196 1208.42  76.20 0.15897355
 9967351 1.632 0.121  9.524 0.249 2.691 0.010  1.896 0.476  44.260  4.341  951.94  34.38 0.53361309
 9967174 1.900 0.124 10.827 0.210 2.649 0.008  1.399 0.225  62.790  5.268  917.37  27.97 0.69797794
 9967700 1.192 0.040  6.063 0.084 2.948 0.005  4.683 0.944  19.909  1.345  541.90  14.20 0.43461009
 9966823 1.140 0.078 10.898 0.267 2.421 0.011  7.891 2.495  52.822  4.126 1474.38  42.21 0.08172673
10028634 1.454 0.084  7.184 0.123 2.887 0.007  2.566 0.548  27.172  2.139 1157.87  34.42 0.36354041
10161092 2.091 0.122 12.264 0.329 2.575 0.009  1.403 0.228  69.751  6.595 1847.46  64.79 0.10366162
10093930 1.216 0.098 11.159 0.323 2.429 0.013  6.916 2.095  51.660  3.457  604.75  15.91 0.27202129
 9968249 1.572 0.074  7.659 0.144 2.864 0.007  2.507 0.590  27.643  1.998  795.04  22.39 0.46149459
10161943 1.014 0.059  7.620 0.160 2.680 0.007 10.314 2.760  25.388  2.042  974.80  34.18 0.14114793
10095427 1.005 0.053  7.730 0.162 2.664 0.006 10.471 2.828  26.158  2.743  428.36  18.12 0.27772951
10359999 1.624 0.134 11.157 0.352 2.565 0.013  2.007 0.513  62.529  5.860  559.81  19.33 0.52789882
 9851743 1.598 0.044 10.984 0.154 2.562 0.007  2.103 0.229  60.994  2.973  830.70  19.77 0.53307782
10228836 2.550 0.219 12.356 0.479 2.663 0.007  0.551 0.225  97.324  9.273 2407.19  83.78 0.11403088
10162765 2.501 0.111  9.962 0.153 2.839 0.008  0.651 0.112  56.226  3.981 1150.72  30.37 0.69647760
10229796 1.679 0.089 10.978 0.261 2.591 0.009  1.798 0.374  62.238  4.823  955.94  28.68 0.51863548
10163776 2.607 0.225 10.823 0.398 2.783 0.007  0.604 0.142  68.274  6.155 1403.23  47.18 0.68136747
10297313 2.172 0.095  8.475 0.152 2.918 0.004  0.992 0.183  40.006  2.481 1190.87  28.72 0.87894345
10426854 1.550 0.181 11.526 0.412 2.515 0.014  1.990 0.604  73.159  7.646  794.21  30.73 0.69347991
10362043 1.447 0.065 11.177 0.233 2.507 0.008  2.496 0.536  67.467  5.055  918.64  26.84 0.47241809
10363172 1.584 0.061 11.148 0.223 2.547 0.009  2.399 0.375  57.987  3.777 1412.10  35.47 0.33502943
 9662343 1.667 0.152 11.326 0.444 2.560 0.009  1.806 0.503  67.921  7.705 1656.54  69.22 0.41830542
 9540226 1.504 0.243 13.781 0.888 2.336 0.016  2.598 2.406  82.645 12.515 1769.33  95.87 0.19826944
 9479404 2.384 0.231  9.664 0.383 2.845 0.010  0.838 0.331  51.761  6.570  725.44  34.25 0.80523638
 9783226 1.358 0.059  9.369 0.162 2.627 0.005  3.714 0.763  38.354  3.154  569.78  17.93 0.40450170
 9843358 1.045 0.084 10.607 0.303 2.406 0.011  9.390 3.679  54.804  4.649 1267.67  42.62 0.09910795
 9724324 1.529 0.100 11.240 0.553 2.530 0.008  2.302 0.510  64.034  6.844 1306.18  50.21 0.37861871
 9724882 1.328 0.069 11.068 0.227 2.475 0.011  3.503 0.875  64.031  4.656 1419.05  40.18 0.24021966
 9542218 1.168 0.068  8.423 0.176 2.656 0.006  7.485 1.805  28.112  2.384 1054.98  33.92 0.13477693
 9602917 1.117 0.103 10.872 0.383 2.415 0.014  7.173 3.476  58.483  5.823  715.67  27.28 0.26520910
 9542075 0.862 0.136 10.143 0.697 2.357 0.010 13.914 5.458  56.912  8.691 1759.56 120.42 0.00971642
 9846877 1.360 0.060 11.123 0.232 2.482 0.007  3.742 0.918  59.401  4.178 1679.18  45.37 0.06243600
 9906278 1.635 0.105 11.194 0.258 2.564 0.008  2.095 0.433  60.042  4.719 1464.97  44.09 0.34293266
 9846355 1.170 0.092 11.223 0.320 2.406 0.011  7.939 2.966  52.392  4.165  558.77  16.90 0.24833843
 9785675 0.996 0.052 11.605 0.408 2.303 0.013 14.016 4.194  51.560  4.189 1350.70  40.20 0.06087997
 9786625 1.507 0.102 10.531 0.268 2.569 0.009  2.888 0.787  46.515  3.785 1421.66  43.90 0.23994265
 9604524 1.648 0.053 10.999 0.158 2.575 0.007  2.204 0.289  56.862  3.443 1012.07  24.66 0.38428279
 9726814 1.575 0.138 10.771 0.335 2.569 0.011  2.590 0.804  47.893  5.559 1208.75  50.70 0.31306404
 9847893 0.844 0.168 10.890 0.943 2.285 0.011 14.410 5.789  67.036 11.268 1356.92 102.53 0.06595267
 9787503 1.033 0.082 10.664 0.304 2.395 0.014 11.776 3.858  49.454  2.678 1582.34  37.24 0.00548514
 9727392 1.478 0.059 11.216 0.255 2.514 0.009  2.593 0.602  64.793  5.494 1149.11  37.66 0.35963878
 9728284 1.268 0.106  9.631 0.292 2.572 0.010  4.604 1.495  40.481  3.706 1081.99  38.24 0.21613625
 9727675 1.956 0.058  9.915 0.174 2.737 0.006  1.399 0.141  50.035  3.803 1323.23  39.00 0.73157666
 9667930 2.017 0.138  9.999 0.299 2.752 0.009  1.210 0.290  55.641  7.485  699.35  34.77 0.90446519
 9788834 1.140 0.082 11.239 0.294 2.394 0.010  8.018 2.915  54.325  3.683 1330.15  36.35 0.08653356
 9909804 1.318 0.069 11.079 0.263 2.472 0.011  3.592 0.962  64.387  4.767 1046.17  29.94 0.31349225
 9970830 1.976 0.197 11.250 0.323 2.623 0.013  1.305 0.361  65.695  6.426  759.57  27.81 0.85904613
 9790050 1.879 0.134 10.747 0.235 2.652 0.008  1.505 0.278  58.244  4.350  988.61  28.51 0.54724910
 9910166 1.952 0.269 14.046 0.713 2.431 0.019  1.201 0.369 101.466 13.292 2089.11  99.34 0.12691545
10817660 2.064 0.156 11.791 0.479 2.605 0.015  1.098 0.281  75.870 10.282 1311.70  61.13 0.95255431
10880958 1.192 0.074 10.950 0.271 2.436 0.011  5.978 1.826  56.952  3.398  968.17  23.10 0.20207635
10881810 1.343 0.047  5.517 0.078 3.078 0.005  3.663 0.761  16.127  1.244  720.73  21.98 0.42101464
10753962 2.182 0.087  8.506 0.148 2.918 0.004  0.960 0.219  41.238  2.536 1342.92  33.13 0.95653495
10684837 2.397 0.082  9.629 0.133 2.851 0.006  0.649 0.114  58.010  3.398 1031.70  25.08 0.50955652
10553844 1.502 0.110  9.253 0.238 2.679 0.009  2.322 0.578  42.958  3.759 1058.58  34.81 0.43930904
10619191 1.400 0.099 10.814 0.274 2.514 0.009  3.179 0.835  51.311  3.958 1582.36  46.40 0.19406134
10492041 1.626 0.134 11.290 0.419 2.556 0.009  2.096 0.580  61.602  7.556 1382.29  60.33 0.35086119
10555186 1.614 0.067  5.704 0.078 3.135 0.004  2.085 0.235  17.351  0.825  668.13  14.04 0.52599449
10879372 1.311 0.136 11.877 0.604 2.408 0.012  5.609 2.279  54.563  7.758  765.68  36.33 0.22947020
10683647 1.314 0.073 11.236 0.258 2.455 0.009  5.301 1.233  52.653  2.347  769.33  14.90 0.23730958
10816214 1.625 0.037 10.882 0.103 2.577 0.005  2.095 0.236  60.193  2.446 1438.71  27.55 0.37556687
10816748 1.221 0.094 11.221 0.331 2.424 0.009  4.531 1.378  55.858  4.253 1577.41  46.98 0.15743349
10488243 1.339 0.175 11.561 0.676 2.451 0.015  3.888 1.669  64.714  8.924 1793.50  89.66 0.02259255
10226276 1.260 0.072  8.327 0.197 2.692 0.008  5.582 1.483  30.068  1.929  546.07  13.77 0.30173818
10357764 1.553 0.061 11.212 0.200 2.533 0.009  2.596 0.431  58.100  3.317 1063.87  25.34 0.35009910
10358632 1.128 0.057 10.758 0.211 2.426 0.008  6.692 1.916  58.158  3.975 1285.01  34.12 0.14062805
10291535 2.033 0.082  7.922 0.170 2.948 0.003  0.946 0.077  40.730  4.772 1356.31  58.48 0.86747016
10552202 1.215 0.060 10.301 0.211 2.497 0.007  4.095 1.013  51.750  4.474 1535.16  50.97 0.22278102
10489108 1.632 0.149 13.570 0.471 2.380 0.009  1.900 0.511  90.522  8.047  755.75  25.46 0.63908426
10552614 1.621 0.112 11.232 0.285 2.556 0.010  1.994 0.382  64.526  5.308 1493.02  46.81 0.38881057
10747862 0.967 0.152 10.469 0.568 2.382 0.017 11.700 4.904  44.342  8.626 1192.91 102.12 0.11038372
10749112 1.084 0.098  8.772 0.287 2.586 0.012  7.179 2.657  35.548  3.837 1277.05  52.97 0.15979472
10420822 2.070 0.224  9.503 0.391 2.799 0.014  1.198 0.304  49.759  6.653 1078.54  51.99 0.93051485
10355672 1.405 0.085 11.595 0.310 2.461 0.008  4.091 1.116  55.211  3.969  902.84  25.20 0.23939917
10356057 1.128 0.064  7.699 0.163 2.719 0.007  6.772 1.746  27.208  2.451  920.34  31.06 0.20426219
10290315 1.399 0.097 11.330 0.320 2.479 0.014  4.115 1.152  54.504  3.603 1781.62  45.66 0.00370164
10614707 1.281 0.069 11.042 0.229 2.463 0.010  4.112 1.136  61.927  4.622 1227.27  35.42 0.24570400
10550429 1.445 0.079  6.049 0.105 3.032 0.008  2.969 0.737  18.767  1.696  372.13  12.57 0.44616769
10614602 1.287 0.254 15.469 1.154 2.170 0.023  4.275 2.739  99.248 21.152 1626.15 137.22 0.18359207
10485765 1.421 0.100  8.661 0.222 2.714 0.008  2.970 0.745  35.549  2.845 1170.08  35.64 0.30552328
10482750 1.317 0.112 11.441 0.376 2.447 0.014  5.088 1.858  54.726  4.475 1669.16  51.35 0.00919553
10483504 1.724 0.086  7.412 0.122 2.936 0.006  1.591 0.214  30.161  2.722 1156.96  37.49 0.53725697
10678016 0.951 0.160 10.562 0.617 2.368 0.017 11.549 4.928  46.543  9.989 1487.05 140.86 0.08930061
10546977 1.547 0.083 11.167 0.214 2.534 0.007  2.256 0.610  54.624  4.943 1329.51  43.62 0.37091750
10613112 2.022 0.148 11.972 0.386 2.581 0.013  1.253 0.210  75.035  7.219 1939.24  68.15 0.12491258
10417308 1.123 0.312 11.238 1.687 2.387 0.016  7.644 5.232  67.571 22.462 1509.66 177.04 0.12499356
10353044 1.182 0.081 10.904 0.278 2.436 0.012  5.584 1.809  59.879  4.683 1165.30  34.90 0.18173373
10352615 1.709 0.162  9.666 0.321 2.697 0.011  1.684 0.510  45.105  4.297 1001.64  35.99 0.49761738
10287323 1.194 0.080  9.302 0.239 2.580 0.008  5.482 1.592  37.554  3.420 1221.04  41.91 0.17945914
10610250 1.119 0.034  4.978 0.047 3.092 0.003  9.015 1.190  11.194  0.436  646.70  12.06 0.20120876
10545152 1.195 0.117 11.191 0.569 2.423 0.010  5.874 2.518  60.739  7.957  959.25  45.38 0.22238846
10742794 0.983 0.107 10.657 0.468 2.370 0.014 12.125 4.893  53.062  5.391 1648.14  70.03 0.00991311
10480806 1.338 0.133  8.199 0.325 2.738 0.012  3.801 1.544  31.161  3.133  803.16  29.90 0.35621718
10285722 1.914 0.196 11.138 0.299 2.625 0.014  1.494 0.359  61.727  5.438  961.69  31.55 0.55929417
10482001 2.318 0.181 11.910 0.443 2.656 0.013  0.899 0.287  74.062  8.042 1077.95  43.54 0.87908200
10416550 1.247 0.099  9.385 0.280 2.587 0.009  4.512 1.508  40.168  4.347 1205.98  48.70 0.21735164
10086465 1.720 0.212 11.837 0.452 2.528 0.017  1.992 0.729  66.157  7.205 1554.85  62.56 0.36176039
10152909 1.114 0.047  6.992 0.105 2.797 0.005  8.384 1.566  20.870  1.262 1070.44  26.81 0.12472201
10991271 2.413 0.212 10.255 0.351 2.802 0.009  0.702 0.218  62.391  6.134 1539.43  55.91 0.75330524
11045572 1.460 0.067  8.916 0.154 2.704 0.006  3.017 0.668  34.835  2.859 1003.71  30.10 0.29118357
11152823 1.792 0.109 11.787 0.275 2.540 0.011  1.602 0.363  71.847  5.191  980.40  27.18 0.54342010
11152753 1.581 0.080 11.198 0.350 2.544 0.009  2.403 0.468  60.300  6.126 1494.72  54.19 0.30439392
11046496 1.201 0.107 11.383 0.336 2.411 0.012  4.399 1.605  71.618  5.787  785.07  24.02 0.39577084
10936814 1.383 0.107 11.326 0.404 2.482 0.012  3.295 1.062  62.089  5.537 1106.89  36.44 0.26492185
10991398 1.209 0.093 10.970 0.297 2.442 0.014  5.208 1.732  60.123  5.186  674.72  21.84 0.35290330
10991673 2.520 0.010 13.327 0.029 2.590 0.002  0.600 0.072  88.129  2.109 1677.88  21.51 0.67831173
11204531 1.690 0.156 11.783 0.371 2.524 0.011  1.687 0.497  65.422  7.704 1103.73  47.52 0.50657721
11044315 2.746 0.083 12.203 0.252 2.703 0.005  0.450 0.072  87.099  4.596 1462.88  31.05 0.50234768
11152312 1.274 0.085 11.189 0.308 2.450 0.011  4.509 1.426  60.099  4.915 1492.91  45.20 0.15182345
10935853 2.381 0.512 11.034 1.037 2.716 0.041  0.748 0.600  69.483 16.515 1728.78 147.05 0.46825983
10934758 1.645 0.047 10.917 0.210 2.581 0.007  2.001 0.290  59.605  4.183 1014.47  28.22 0.43854896
10877915 1.323 0.197 16.088 0.982 2.149 0.013  3.672 1.607 101.241 19.789 1720.60 145.90 0.14602243
10935437 1.697 0.095 10.985 0.373 2.594 0.012  1.997 0.443  57.674  5.574 1736.57  59.86 0.08294352
11043208 1.253 0.067  9.039 0.173 2.626 0.006  5.372 1.071  33.375  2.093 1355.54  33.94 0.12764613
11043832 1.495 0.084  9.274 0.189 2.679 0.007  2.738 0.659  38.217  3.703  920.29  32.51 0.39217912
11043831 1.315 0.069 11.097 0.268 2.468 0.007  4.611 1.182  56.383  4.627  779.07  23.49 0.28802881
10989210 2.799 0.198 13.320 0.446 2.629 0.007  0.502 0.141 107.709  8.612 1104.90  33.57 0.41097126
10747240 1.383 0.194 11.621 0.591 2.458 0.019  3.505 1.670  65.283  8.218 1645.13  75.56 0.14806053
10812837 1.891 0.163 10.478 0.274 2.673 0.009  1.399 0.178  60.273  4.938  561.90  16.93 0.67722906
10745775 1.387 0.103 11.590 0.328 2.454 0.011  4.206 1.301  55.588  4.268  683.74  19.89 0.30357548
10873444 1.819 0.093 10.441 0.242 2.666 0.009  1.597 0.228  54.257  3.573  822.30  21.42 0.50322329
10743092 1.015 0.222 13.759 1.140 2.164 0.019  9.101 5.130  76.739 21.022 1734.23 195.97 0.03216525
10743515 1.605 0.081 10.988 0.216 2.560 0.006  2.389 0.452  50.591  3.621 1503.27  41.70 0.32116592
10809457 1.377 0.055 11.045 0.163 2.491 0.009  3.598 0.695  59.371  3.508 1524.01  35.86 0.15995780
 9024483 1.292 0.070 11.437 0.256 2.436 0.006  4.913 1.358  56.902  4.052 1771.59  49.33 0.00426537
 8955683 2.000 0.306 11.619 0.602 2.595 0.024  1.259 0.609  71.978 10.127 1430.21  72.86 0.80245719
 9025029 1.590 0.144 11.503 0.415 2.525 0.010  2.102 0.580  67.571  8.127 1188.18  51.70 0.44313455
 9024667 1.013 0.071 11.440 0.334 2.319 0.016 12.784 3.961  51.264  4.328 1668.42  51.02 0.00062316
 9157260 0.977 0.023  3.747 0.037 3.280 0.003 11.879 1.342   7.198  0.243  618.33  10.91 0.21962248
 9220076 1.232 0.091 10.990 0.309 2.446 0.014  5.502 1.669  57.669  3.983 1416.67  37.88 0.13023360
 9406596 1.258 0.094 11.223 0.326 2.439 0.012  6.184 1.819  52.105  3.154  690.30  16.43 0.24528598
 9283816 1.574 0.040 11.058 0.184 2.553 0.007  2.201 0.305  61.685  3.359 1111.96  25.00 0.42366135
 9283918 2.265 0.192 12.008 0.407 2.634 0.012  1.001 0.295  71.646  7.595 1272.91  47.58 0.94951495
 9025882 1.191 0.044 10.888 0.142 2.440 0.008  6.696 1.353  52.703  1.758 1189.37  20.01 0.11524089
 9408590 1.827 0.166 11.616 0.326 2.565 0.011  1.501 0.313  69.257  5.132  742.05  20.89 0.56536126
 9346602 2.212 0.175 11.536 0.360 2.660 0.011  1.000 0.251  73.243  7.633 1118.88  43.11 1.00000000
 9469165 0.920 0.132 10.434 0.623 2.361 0.016 11.672 5.128  59.001  8.088 1175.52  70.07 0.12795993
 9159227 1.072 0.115 11.043 0.439 2.377 0.016 11.503 4.577  49.134  3.547 1611.72  44.32 0.00309598
 9222389 1.676 0.105 13.245 0.282 2.412 0.008  2.002 0.312  82.447  5.339 1871.06  47.15 0.11420246
 9027871 1.544 0.135 11.234 0.353 2.524 0.012  2.585 0.728  52.085  4.701 1250.14  42.34 0.30357165
 9349632 2.248 0.109  8.761 0.212 2.908 0.004  0.848 0.185  42.315  3.994 1504.00  52.10 0.72964355
 9350031 0.966 0.082  7.898 0.244 2.627 0.010 12.000 3.745  26.607  3.806 1019.76  61.86 0.12291866
 9411366 1.690 0.156 10.909 0.291 2.600 0.014  1.603 0.358  63.697  6.324 1675.17  60.71 0.49796409
 9163153 1.171 0.045  5.091 0.076 3.092 0.005  7.680 1.363  11.438  0.913  664.62  20.13 0.21236397
 9226335 2.860 0.207 13.627 0.417 2.627 0.008  0.503 0.155  99.827 11.473  947.60  39.99 0.51462242
 9228469 1.320 0.057  6.466 0.093 2.937 0.006  3.222 0.745  22.832  1.453  480.48  12.48 0.52001249
 9100444 1.776 0.079 10.761 0.236 2.631 0.007  1.895 0.333  53.403  3.457 1166.77  29.06 0.41174143
 9163785 1.887 0.132 11.454 0.201 2.586 0.009  1.498 0.224  68.155  4.283 1544.36  38.50 0.56857936
 9351617 1.501 0.219 11.376 0.484 2.512 0.021  2.598 1.044  64.095  7.338 1554.58  64.05 0.29212296
 9351186 1.512 0.134 12.330 0.415 2.439 0.011  2.914 0.999  68.539  6.728 1325.47  48.18 0.24395155
 9034557 1.827 0.127 12.010 0.294 2.538 0.009  1.797 0.433  65.834  5.663 1503.23  48.24 0.39919401
 9292408 1.043 0.086 11.457 0.335 2.335 0.012 11.957 4.166  52.408  5.732 1503.49  58.41 0.04141367
 9291830 2.399 0.211 13.169 0.477 2.590 0.012  0.605 0.320  92.856 12.305 1509.06  63.41 0.68195781
 9291976 1.145 0.116 11.139 0.413 2.403 0.015  8.062 3.968  55.603  5.430 1495.37  54.26 0.08167774
 9353187 2.274 0.216  9.758 0.394 2.815 0.012  0.992 0.324  53.530  6.610 1180.59  53.27 0.96190731
 9475697 1.273 0.056  6.140 0.112 2.967 0.005  4.966 1.109  17.644  1.250  706.15  19.66 0.32051363
